mes_any,mes,any,be,codi_be,sub_be,codi_sub,export,import
05/2011,5,2011,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,174.1,113.4
04/2011,4,2011,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,133.5,107.8
03/2011,3,2011,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,173.8,120.6
02/2011,2,2011,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,161.4,109.5
01/2011,1,2011,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,153.9,93.5
12/2010,12,2010,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,156.7,120.4
11/2010,11,2010,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,109.4,123.8
10/2010,10,2010,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,227.9,104.3
09/2010,9,2010,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,124.1,101.8
08/2010,8,2010,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,65.3,78.5
07/2010,7,2010,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,78.1,111.6
06/2010,6,2010,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,93.1,125.4
05/2010,5,2010,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,108.4,119
04/2010,4,2010,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,98.5,100.9
03/2010,3,2010,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,110.2,123.4
02/2010,2,2010,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,105.9,118.1
01/2010,1,2010,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,98.1,98.9
12/2009,12,2009,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,110.9,119.5
11/2009,11,2009,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,111.5,114.1
10/2009,10,2009,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,102.6,108.1
09/2009,9,2009,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,85.3,112.5
08/2009,8,2009,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,62.4,78.2
07/2009,7,2009,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,156.6,99.2
06/2009,6,2009,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,117.8,107.2
05/2009,5,2009,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,85.8,81.7
04/2009,4,2009,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,66.5,91.5
03/2009,3,2009,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,80.7,105.8
02/2009,2,2009,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,104,99.3
01/2009,1,2009,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,73.4,92.6
12/2008,12,2008,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,118.4,132.3
11/2008,11,2008,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,134.1,113.2
10/2008,10,2008,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,159.2,120.5
09/2008,9,2008,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,202.4,116.3
08/2008,8,2008,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,119.6,84.9
07/2008,7,2008,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,249.6,128.2
06/2008,6,2008,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,237.5,131.3
05/2008,5,2008,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,223.8,149.4
04/2008,4,2008,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,227.3,160.6
03/2008,3,2008,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,302.6,156
02/2008,2,2008,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,235.1,158.5
01/2008,1,2008,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,264,138.7
12/2007,12,2007,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,211.4,153.5
11/2007,11,2007,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,264.8,169.3
10/2007,10,2007,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,257.3,162.4
09/2007,9,2007,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,239.5,149.8
08/2007,8,2007,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,148.1,103.5
07/2007,7,2007,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,285.6,152.2
06/2007,6,2007,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,277.9,169.6
05/2007,5,2007,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,276.3,159
04/2007,4,2007,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,173.3,151.6
03/2007,3,2007,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,326.8,182.7
02/2007,2,2007,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,249.7,157.4
01/2007,1,2007,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,211.2,145.9
12/2006,12,2006,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,320.9,178.6
11/2006,11,2006,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,291.9,176.3
10/2006,10,2006,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,258.5,154.3
09/2006,9,2006,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,167.3,183.9
08/2006,8,2006,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,96.1,98.2
07/2006,7,2006,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,230.4,136.4
06/2006,6,2006,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,216.3,158.8
05/2006,5,2006,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,206.6,157.6
04/2006,4,2006,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,167.9,140.5
03/2006,3,2006,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,244.1,171.5
02/2006,2,2006,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,205.8,159.7
01/2006,1,2006,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,159.8,131.3
12/2005,12,2005,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,205.3,174.3
11/2005,11,2005,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,209.2,151.5
10/2005,10,2005,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,179.9,127.6
09/2005,9,2005,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,137.9,143.8
08/2005,8,2005,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,70.1,92.3
07/2005,7,2005,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,144.1,131.7
06/2005,6,2005,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,119.1,191.5
05/2005,5,2005,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,105,147.1
04/2005,4,2005,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,119.6,168.7
03/2005,3,2005,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,128.4,153.6
02/2005,2,2005,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,105.9,136.5
01/2005,1,2005,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,75.8,113.3
12/2004,12,2004,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,107.8,257.7
11/2004,11,2004,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,115.2,139.1
10/2004,10,2004,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,112.2,124.4
09/2004,9,2004,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,97.1,131.3
08/2004,8,2004,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,44.1,91.9
07/2004,7,2004,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,113.2,109.9
06/2004,6,2004,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,91.5,133.8
05/2004,5,2004,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,81.8,120.2
04/2004,4,2004,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,64.1,114.5
03/2004,3,2004,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,90.3,127.7
02/2004,2,2004,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,83.9,103.6
01/2004,1,2004,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,75.9,104.8
12/2003,12,2003,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,99.7,117.3
11/2003,11,2003,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,79.1,125.6
10/2003,10,2003,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,103.5,117
09/2003,9,2003,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,102.3,108.8
08/2003,8,2003,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,34.1,76.3
07/2003,7,2003,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,91.8,118.7
06/2003,6,2003,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,93.8,108
05/2003,5,2003,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,90.4,122.3
04/2003,4,2003,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,73.3,118.3
03/2003,3,2003,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,99.2,114.5
02/2003,2,2003,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,76.1,114.1
01/2003,1,2003,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,50.4,91.6
12/2002,12,2002,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,76.9,107.6
11/2002,11,2002,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,96.8,105.8
10/2002,10,2002,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,51.2,118.3
09/2002,9,2002,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,41.7,95.4
08/2002,8,2002,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,27.2,65.8
07/2002,7,2002,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,58.6,90.1
06/2002,6,2002,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,49.5,104.3
05/2002,5,2002,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,48.1,108.9
04/2002,4,2002,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,62.2,104.8
03/2002,3,2002,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,64.8,106.5
02/2002,2,2002,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,46.3,94.2
01/2002,1,2002,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,80.4,102.4
12/2001,12,2001,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,54.4,89.1
11/2001,11,2001,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,56.8,104.1
10/2001,10,2001,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,65.9,106.9
09/2001,9,2001,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,55.3,86
08/2001,8,2001,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,36.4,69.5
07/2001,7,2001,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,68.6,97
06/2001,6,2001,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,74.1,104.5
05/2001,5,2001,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,76.5,91.6
04/2001,4,2001,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,67.4,76.8
03/2001,3,2001,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,94.3,93.9
02/2001,2,2001,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,85.5,94.3
01/2001,1,2001,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,51.6,79.9
12/2000,12,2000,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,57.5,104.5
11/2000,11,2000,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,73.1,108
10/2000,10,2000,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,62.4,107.2
09/2000,9,2000,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,65.9,92.8
08/2000,8,2000,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,37.4,65.8
07/2000,7,2000,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,69.7,122.1
06/2000,6,2000,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,75.5,95.8
05/2000,5,2000,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,79.5,109.1
04/2000,4,2000,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,46,94
03/2000,3,2000,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,61,105.5
02/2000,2,2000,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,52.6,103
01/2000,1,2000,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,41.1,85
12/1999,12,1999,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,69,98.6
11/1999,11,1999,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,54.1,158.9
10/1999,10,1999,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,64.9,96.1
09/1999,9,1999,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,66.5,87.4
08/1999,8,1999,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,29.6,60.9
07/1999,7,1999,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,59.5,163.2
06/1999,6,1999,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,63,96.9
05/1999,5,1999,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,49,89.4
04/1999,4,1999,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,63,86
03/1999,3,1999,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,50.1,105.8
02/1999,2,1999,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,43.6,91.8
01/1999,1,1999,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,32.4,75.3
12/1998,12,1998,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,53,89.6
11/1998,11,1998,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,51.6,84
10/1998,10,1998,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,75.1,89
09/1998,9,1998,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,45.6,91.8
08/1998,8,1998,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,42.3,54.8
07/1998,7,1998,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,67.3,74.3
06/1998,6,1998,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,79.1,100.1
05/1998,5,1998,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,52.2,123.9
04/1998,4,1998,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,51.1,140.9
03/1998,3,1998,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,52.8,76
02/1998,2,1998,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,40,83.5
01/1998,1,1998,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,41.6,60
02/2024,2,2024,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,53.6,332.1
01/2024,1,2024,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,39.7,390.3
12/2023,12,2023,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,41.4,291.4
11/2023,11,2023,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,55.4,346.8
10/2023,10,2023,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,52.4,402.5
09/2023,9,2023,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,49.6,309.8
08/2023,8,2023,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,41.4,396.5
07/2023,7,2023,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,40.7,329
06/2023,6,2023,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,49.7,365.8
05/2023,5,2023,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,59.1,447.9
04/2023,4,2023,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,52.2,290.6
03/2023,3,2023,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,68.1,376.3
02/2023,2,2023,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,56.6,395.4
01/2023,1,2023,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,57.6,431.6
12/2022,12,2022,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,60.6,384.3
11/2022,11,2022,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,62.7,384.9
10/2022,10,2022,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,68,384.8
09/2022,9,2022,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,81.2,437.5
08/2022,8,2022,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,84.7,323.1
07/2022,7,2022,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,85.7,345.1
06/2022,6,2022,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,72.9,320.4
05/2022,5,2022,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,59.2,381.8
04/2022,4,2022,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,56,280.3
03/2022,3,2022,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,57.7,336.6
02/2022,2,2022,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,57.2,362.1
01/2022,1,2022,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,46.4,325.1
12/2021,12,2021,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,47.5,341.9
11/2021,11,2021,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,57.9,232.5
10/2021,10,2021,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,50.8,226.9
09/2021,9,2021,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,60.4,278.1
08/2021,8,2021,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,55.4,261.5
07/2021,7,2021,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,65.7,214.2
06/2021,6,2021,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,53.1,224.5
05/2021,5,2021,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,48.5,237.3
04/2021,4,2021,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,51.2,234.5
03/2021,3,2021,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,55.3,222.6
02/2021,2,2021,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,41.7,197.5
01/2021,1,2021,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,43.3,172.1
12/2020,12,2020,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,42.1,215.9
11/2020,11,2020,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,44.8,163.3
10/2020,10,2020,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,42.8,205.9
09/2020,9,2020,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,44.3,187.6
08/2020,8,2020,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,40.7,207.3
07/2020,7,2020,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,61.8,152.5
06/2020,6,2020,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,44,166.8
05/2020,5,2020,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,39.1,178.1
04/2020,4,2020,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,36.8,211.8
03/2020,3,2020,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,36.1,169.8
02/2020,2,2020,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,34.3,225.5
01/2020,1,2020,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,30.7,198.1
12/2019,12,2019,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,32.9,167.2
11/2019,11,2019,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,41.6,197.2
10/2019,10,2019,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,50.2,223.3
09/2019,9,2019,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,42.5,200.1
08/2019,8,2019,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,38.6,221.4
07/2019,7,2019,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,58.8,232.1
06/2019,6,2019,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,44.7,139.1
05/2019,5,2019,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,39,176.9
04/2019,4,2019,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,40.9,186.2
03/2019,3,2019,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,39.2,220.3
02/2019,2,2019,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,30.1,169.9
01/2019,1,2019,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,30.1,276.1
12/2018,12,2018,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,25.3,212
11/2018,11,2018,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,32,204.3
10/2018,10,2018,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,60.8,184.6
09/2018,9,2018,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,38.2,162
08/2018,8,2018,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,42,202.2
07/2018,7,2018,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,53.8,195.2
06/2018,6,2018,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,32.4,154.9
05/2018,5,2018,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,29.7,273.2
04/2018,4,2018,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,34.4,245.3
03/2018,3,2018,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,40.6,188.5
02/2018,2,2018,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,39.9,215.3
01/2018,1,2018,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,36.9,284.1
12/2017,12,2017,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,28.9,208.7
11/2017,11,2017,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,29.1,224.7
10/2017,10,2017,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,36.5,309.2
09/2017,9,2017,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,33.8,210.9
08/2017,8,2017,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,36,320.5
07/2017,7,2017,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,45.1,171.3
06/2017,6,2017,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,36,242.5
05/2017,5,2017,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,34.6,227.2
04/2017,4,2017,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,36.6,174.4
03/2017,3,2017,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,46.7,254.4
02/2017,2,2017,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,37.2,219.2
01/2017,1,2017,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,30.9,253.7
12/2016,12,2016,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,35,224.6
11/2016,11,2016,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,29.9,201.6
10/2016,10,2016,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,34.3,194.4
09/2016,9,2016,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,52.8,215.7
08/2016,8,2016,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,37.6,263.9
07/2016,7,2016,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,43.3,161
06/2016,6,2016,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,38.5,187.8
05/2016,5,2016,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,32.9,254
04/2016,4,2016,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,34.6,225.4
03/2016,3,2016,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,29.7,291.2
02/2016,2,2016,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,30.1,183.3
01/2016,1,2016,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,24.3,214.1
12/2015,12,2015,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,29.7,260.6
11/2015,11,2015,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,35.6,282.7
10/2015,10,2015,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,36.8,251.7
09/2015,9,2015,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,33.2,248.9
08/2015,8,2015,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,41.2,261.5
07/2015,7,2015,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,47.2,197.7
06/2015,6,2015,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,44.4,246
05/2015,5,2015,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,43.9,210.8
04/2015,4,2015,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,35,216.7
03/2015,3,2015,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,33.3,289.2
02/2015,2,2015,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,25.4,175.7
01/2015,1,2015,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,28,253
12/2014,12,2014,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,20.3,199.8
11/2014,11,2014,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,29.7,223.6
10/2014,10,2014,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,45.1,248.3
09/2014,9,2014,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,41.3,250.2
08/2014,8,2014,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,30,230.8
07/2014,7,2014,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,40,260.8
06/2014,6,2014,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,27.1,194.4
05/2014,5,2014,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,30.8,203.1
04/2014,4,2014,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,26.6,192.3
03/2014,3,2014,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,26.7,256.5
02/2014,2,2014,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,26.3,233.3
01/2014,1,2014,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,21.2,249.9
